Start Latitude [degrees],Start Longitude [degrees],CTD Depth [m],Start Time [UTC],Count
44.52933,-125.3965,2502.764,2018-07-10 22:43:40+00:00,1
44.52933,-125.3965,2503.273,2018-07-10 22:43:40+00:00,1
44.52933,-125.3965,2702.467,2018-07-10 22:43:40+00:00,1
44.52933,-125.3965,2702.606,2018-07-10 22:43:40+00:00,1
44.52933,-125.3965,2897.936,2018-07-10 22:43:40+00:00,1
44.52933,-125.39283,-9999999.0,2018-07-10 20:25:17+00:00,1
44.52933,-125.39283,12.596,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,12.801,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,22.365,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,42.324,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,42.518,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,62.186,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,82.152,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,101.928,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,121.976,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,122.041,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,141.818,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,162.0,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,181.97,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,182.127,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,202.017,2018-07-10 20:45:57+00:00,1
44.52933,-125.39283,221.869,2018-07-10 20:45:57+00:00,1
44.52933,-125.39083,-9999999.0,2018-07-10 19:40:01+00:00,1
44.5299,-125.38754,30.281,2015-07-16 20:49:00+00:00,1
44.531333333333336,-125.38333333333334,10.101,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,19.774,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,39.887,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,60.579,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,80.4,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,99.658,2022-09-15 22:36:55+00:00,2
44.531333333333336,-125.38333333333334,120.344,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,140.065,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,159.799,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,180.489,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,180.705,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,199.896,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,200.121,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,220.563,2022-09-15 22:36:55+00:00,1
44.531333333333336,-125.38333333333334,220.658,2022-09-15 22:36:55+00:00,1
44.53167,-125.38033,200.408,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,254.854,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,499.638,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,750.307,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,1000.627,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,1250.013,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,1750.641,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,1999.473,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,1999.871,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,2500.226,2024-08-23 09:16:46+00:00,1
44.53167,-125.38033,2749.085,2024-08-23 09:16:46+00:00,1
44.532833333333336,-125.39166666666668,9.954,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,20.331,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,40.166,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,59.978,2023-08-16 22:53:46+00:00,2
44.532833333333336,-125.39166666666668,80.016,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,99.995,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,120.27,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,140.309,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,160.191,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,179.899,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,200.542,2023-08-16 22:53:46+00:00,1
44.532833333333336,-125.39166666666668,221.228,2023-08-16 22:53:46+00:00,1
44.53583333,-125.3803333,10.46,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,20.225,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,20.5,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,39.894,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,60.228,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,60.759,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,80.941,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,99.818,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,119.843,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,120.219,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,140.554,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,161.415,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,179.912,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,200.309,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,220.044,2020-08-11 04:28:22+00:00,1
44.53583333,-125.3803333,899.938,2020-08-11 05:48:08+00:00,1
44.53583333,-125.3803333,1499.968,2020-08-11 05:48:08+00:00,1
44.53583333,-125.3803333,2250.082,2020-08-11 05:48:08+00:00,1
44.53583333,-125.3803333,2600.153,2020-08-11 05:48:08+00:00,1
44.53583333,-125.3801667,-9999999.0,2020-08-11 04:00:14+00:00,1
44.53694,-125.38888,10.239,2016-07-16 17:14:49+00:00,2
44.53694,-125.38888,20.947,2016-07-16 17:14:49+00:00,2
44.53694,-125.38888,40.433,2016-07-16 17:14:49+00:00,2
44.53694,-125.38888,60.23,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,80.164,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,100.087,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,119.871,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,139.787,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,160.774,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,180.549,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,200.628,2016-07-16 17:14:49+00:00,1
44.53694,-125.38888,221.905,2016-07-16 17:14:49+00:00,1
44.53694,-125.38611,-9999999.0,2016-07-18 18:48:12+00:00,1
44.53694,-125.38555,-9999999.0,2016-07-18 19:22:29+00:00,1
44.53694,-125.38555,10.088,2016-07-18 19:44:35+00:00,2
44.53694,-125.38555,20.02,2016-07-18 19:44:35+00:00,2
44.53694,-125.38555,40.07,2016-07-18 19:44:35+00:00,2
44.53694,-125.38555,59.794,2016-07-18 19:44:35+00:00,2
44.53694,-125.38555,80.058,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,99.548,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,120.079,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,140.135,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,160.264,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,179.641,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,199.893,2016-07-18 19:44:35+00:00,1
44.53694,-125.38555,220.178,2016-07-18 19:44:35+00:00,1
44.5375,-125.3785,10.356,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,30.384,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,50.412,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,100.019,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,199.979,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,250.171,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,299.772,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,500.391,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,1001.314,2020-08-03 15:17:41+00:00,1
44.5375,-125.3785,1800.71,2020-08-03 15:17:41+00:00,1
44.56833,-125.146,-9999999.0,2015-07-17 15:09:53+00:00,1
44.56833,-125.146,-9999999.0,2015-07-17 16:00:17+00:00,1
44.56833,-125.146,-9999999.0,2015-07-17 16:40:04+00:00,1
44.56917,-125.14733,-9999999.0,2015-07-15 13:08:41+00:00,1
44.56933,-125.1475,-9999999.0,2015-07-15 14:02:31+00:00,1
44.56966666666667,-125.14666666666666,10.086,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,20.028,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,49.888,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,100.143,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,150.342,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,200.281,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,250.01,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,400.083,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,500.441,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,702.914,2022-08-21 06:35:11+00:00,1
44.56966666666667,-125.14666666666666,769.564,2022-08-21 06:35:11+00:00,2
44.56982892,-125.146569,-9999999.0,2023-08-28 06:10:39+00:00,1
44.5698676,-125.1467985,-9999999.0,2022-08-21 03:22:06+00:00,1
44.57133333,-125.1466667,-9999999.0,2020-08-20 20:52:49+00:00,1
44.63372,-124.30836,-9999999.0,2024-08-19 03:32:00.670000+00:00,2
44.63372,-124.30836,-9999999.0,2024-08-19 03:33:39.733000+00:00,1
44.63381,-124.30754,-9999999.0,2024-08-16 14:09:45.686000+00:00,2
44.63382,-124.30755,-9999999.0,2024-08-16 14:08:55.857000+00:00,1
44.637,-124.305,2.298,2015-08-02 20:11:22+00:00,1
44.637,-124.305,2.56,2015-08-02 20:11:22+00:00,1
44.637,-124.305,7.178,2015-08-02 20:11:22+00:00,1
44.637,-124.305,7.246,2015-08-02 20:11:22+00:00,1
44.637,-124.305,79.921,2015-08-02 20:11:22+00:00,1
44.637,-124.305,79.941,2015-08-02 20:11:22+00:00,1
44.63706,-124.30597,-9999999.0,2019-06-20 04:42:01+00:00,2
44.63717,-124.306,1.834,2015-07-31 09:46:26+00:00,1
44.63717,-124.306,1.946,2015-07-31 09:46:26+00:00,1
44.63717,-124.306,6.947,2015-07-31 09:46:26+00:00,1
44.63717,-124.306,7.155,2015-07-31 09:46:26+00:00,1
44.63717,-124.306,79.728,2015-07-31 09:46:26+00:00,1
44.63717,-124.306,79.781,2015-07-31 09:46:26+00:00,1
44.63718268,-124.3057942,-9999999.0,2020-08-13 05:33:00.893000+00:00,2
44.6371876,-124.3056881,-9999999.0,2022-08-19 07:38:49+00:00,2
44.63721058,-124.30574781,-9999999.0,2023-08-22 14:34:21+00:00,1
44.63721099,-124.30574754,-9999999.0,2023-08-22 14:32:26+00:00,2
44.63723014,-124.3058499,-9999999.0,2020-08-13 05:33:00.893000+00:00,2
45.8085,-129.74533,-9999999.0,2019-06-06 19:16:00+00:00,1
45.81678431,-129.7540016,-9999999.0,2023-09-13 05:18:09+00:00,3
45.8168141,-129.7540014,-9999999.0,2022-08-29 13:12:29+00:00,2
45.8168164,-129.7539992,-9999999.0,2022-08-29 13:13:00+00:00,1
45.81690812,-129.75396431,-9999999.0,2021-08-04 06:19:00+00:00,1
45.81691077,-129.75396656,-9999999.0,2021-08-04 06:20:00+00:00,2
45.81693,-129.75426,-9999999.0,2016-07-12 21:05:00+00:00,3
45.8175,-129.74533,-9999999.0,2019-06-05 17:09:28+00:00,1
45.823,-129.75667,-9999999.0,2015-07-13 09:19:30+00:00,1
45.824666666666666,-129.75966666666667,10.14,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,30.016,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,49.631,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,99.667,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,249.643,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,499.215,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,1001.272,2023-09-03 04:41:43+00:00,2
45.824666666666666,-129.75966666666667,2001.048,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,2400.427,2023-09-03 04:41:43+00:00,1
45.824666666666666,-129.75966666666667,2600.122,2023-09-03 04:41:43+00:00,1
45.82583,-129.74183,-9999999.0,2019-06-05 23:06:57+00:00,1
45.82633,-129.76367,-9999999.0,2018-07-27 04:03:36+00:00,1
45.82633,-129.76333,200.583,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,300.643,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,500.342,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,750.2,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,1001.141,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,1250.79,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,1750.574,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,2000.807,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,2250.931,2024-08-29 22:36:03+00:00,1
45.82633,-129.76333,2400.683,2024-08-29 22:36:03+00:00,2
45.8265,-129.74733333333333,12.474,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,19.844,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,40.283,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,59.943,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,80.341,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,100.391,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,120.346,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,139.844,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,160.202,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,179.58,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,200.108,2022-08-12 19:38:50+00:00,1
45.8265,-129.74733333333333,220.583,2022-08-12 19:38:50+00:00,2
45.82667,-129.749,9.895,2024-08-12 01:28:09+00:00,2
45.82667,-129.749,19.759,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,39.948,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,61.538,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,81.509,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,100.039,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,120.734,2024-08-12 01:28:09+00:00,2
45.82667,-129.749,140.71,2024-08-12 01:28:09+00:00,2
45.82667,-129.749,160.46,2024-08-12 01:28:09+00:00,2
45.82667,-129.749,180.741,2024-08-12 01:28:09+00:00,1
45.82667,-129.749,200.325,2024-08-12 01:28:09+00:00,2
45.82667,-129.749,220.695,2024-08-12 01:28:09+00:00,1
45.8295,-129.74617,2.579,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,2.582,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,50.889,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,75.974,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,100.353,2019-06-17 22:27:51+00:00,3
45.8295,-129.74617,100.448,2019-06-17 22:27:51+00:00,3
45.8295,-129.74617,199.034,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,199.123,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,500.439,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,749.752,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,1000.244,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,1250.025,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,1499.423,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,2001.881,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,2249.557,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,2500.5,2019-06-17 22:27:51+00:00,1
45.8295,-129.74617,2599.892,2019-06-17 22:27:51+00:00,1
45.8295,-129.746,10.078,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,20.244,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,40.182,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,40.204,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,60.214,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,60.375,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,75.046,2021-09-01 05:03:07+00:00,2
45.8295,-129.746,99.95,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,100.051,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,250.064,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,500.032,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,750.025,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,900.176,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,1500.187,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,2000.042,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,2399.525,2021-09-01 05:03:07+00:00,2
45.8295,-129.746,2599.974,2021-09-01 05:03:07+00:00,1
45.8295,-129.746,2599.975,2021-09-01 05:03:07+00:00,1
45.82955,-129.75927,-9999999.0,2017-08-23 09:37:00+00:00,1
45.82956,-129.75927,-9999999.0,2017-08-23 09:37:00+00:00,1
45.82965,-129.75931,-9999999.0,2017-08-23 09:37:00+00:00,1
45.82966,-129.75931,-9999999.0,2017-08-23 09:37:00+00:00,1
45.82967,-129.74633,10.905,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,10.918,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,20.844,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,21.097,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,21.46,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,40.619,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,40.7,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,40.902,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,40.971,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,60.063,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,60.163,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,60.712,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,60.714,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,75.371,2019-07-07 08:17:00+00:00,2
45.82967,-129.74633,75.513,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,79.858,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,80.044,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,100.021,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,100.05,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,100.291,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,119.761,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,119.934,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,139.752,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,160.055,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,179.957,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,199.902,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,219.88,2019-07-07 06:22:44+00:00,1
45.82967,-129.74633,250.348,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,500.224,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,750.143,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,900.174,2019-07-07 08:17:00+00:00,2
45.82967,-129.74633,900.529,2019-07-07 08:17:00+00:00,2
45.82967,-129.74633,1500.49,2019-07-07 08:17:00+00:00,1
45.82967,-129.74633,2399.961,2019-07-07 08:17:00+00:00,2
45.82967,-129.74633,2599.315,2019-07-07 08:17:00+00:00,1
45.82968,-129.75904,2400.152,2015-07-28 18:49:00+00:00,1
45.8297,-129.75901,2476.273,2015-07-28 18:49:00+00:00,1
45.83017,-129.74667,10.561,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,13.348,2018-07-02 20:59:24+00:00,2
45.83017,-129.74667,20.874,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,20.916,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,23.048,2018-07-02 20:59:24+00:00,3
45.83017,-129.74667,40.45,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,40.495,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,43.34,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,60.192,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,60.242,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,63.277,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,83.273,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,99.962,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,102.957,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,122.554,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,122.616,2018-07-02 20:59:24+00:00,2
45.83017,-129.74667,142.753,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,162.529,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,182.57,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,202.768,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,222.25,2018-07-02 20:59:24+00:00,1
45.83017,-129.74667,249.925,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,250.397,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,500.377,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,998.401,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,1503.872,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,2002.301,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,2502.658,2018-07-27 06:21:49+00:00,2
45.83017,-129.74667,2601.519,2018-07-27 06:21:49+00:00,1
45.83017,-129.74667,2601.888,2018-07-27 06:21:49+00:00,1
45.83017,-129.74617,10.347,2017-07-30 11:01:22+00:00,2
45.83017,-129.74617,40.21,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,60.586,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,159.809,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,179.964,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,180.047,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,200.856,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,201.205,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,220.594,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,220.602,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,2602.948,2017-07-30 11:01:22+00:00,1
45.83017,-129.74617,2603.241,2017-07-30 11:01:22+00:00,1
45.83033,-129.75667,-9999999.0,2015-07-13 12:15:57+00:00,1
45.83033,-129.7565,9.947,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,10.008,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,10.11,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,10.273,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,19.826,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,20.007,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,20.034,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,20.085,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,39.937,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,40.183,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,40.344,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,40.569,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,59.731,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,60.07,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,60.539,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,60.696,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,79.762,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,79.965,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,80.421,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,80.712,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,99.56,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,99.834,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,100.29,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,100.449,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,119.75,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,119.918,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,119.928,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,120.119,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,139.95,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,140.001,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,140.172,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,140.221,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,159.738,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,159.893,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,160.033,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,160.085,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,179.365,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,179.63,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,180.241,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,180.425,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,199.44,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,199.472,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,199.768,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,199.891,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,219.451,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,219.609,2015-07-08 16:56:17+00:00,1
45.83033,-129.7565,219.741,2015-07-08 18:24:34+00:00,1
45.83033,-129.7565,219.929,2015-07-08 16:56:17+00:00,1
45.83033,-129.756,-9999999.0,2015-07-13 13:05:34+00:00,1
45.83033,-129.75533,-9999999.0,2015-07-13 13:44:54+00:00,1
45.83033,-129.75533,-9999999.0,2015-07-13 14:17:53+00:00,1
45.83033,-129.75533,10.085,2015-07-13 15:25:35+00:00,1
45.83033,-129.75533,10.191,2015-07-13 17:03:53+00:00,1
45.83033,-129.75533,10.259,2015-07-13 15:25:35+00:00,1
45.83033,-129.75533,10.277,2015-07-13 17:03:53+00:00,1
45.83033,-129.75533,19.87,2015-07-13 15:25:35+00:00,1
45.83033,-129.75533,19.885,2015-07-13 17:03:53+00:00,1
45.83033,-129.75533,20.039,2015-07-13 17:03:53+00:00,1
45.83033,-129.75533,20.05,2015-07-13 15:25:35+00:00,1
45.83033,-129.75533,39.778,2015-07-13 15:25:35+00:00,1
45.83033,-129.75533,39.933,2015-07-13 17:03:53+00:00,1
