Start Latitude [degrees],Start Longitude [degrees],CTD Depth [m],Start Time [UTC]
45.83017,-129.74667,23.048,2018-07-02 20:59:24+00:00
45.83017,-129.74667,43.34,2018-07-02 20:59:24+00:00
45.83017,-129.74667,63.277,2018-07-02 20:59:24+00:00
45.83017,-129.74667,83.273,2018-07-02 20:59:24+00:00
45.83017,-129.74667,102.957,2018-07-02 20:59:24+00:00
45.83017,-129.74667,122.554,2018-07-02 20:59:24+00:00
45.83017,-129.74667,122.616,2018-07-02 20:59:24+00:00
45.83017,-129.74667,142.753,2018-07-02 20:59:24+00:00
45.83017,-129.74667,162.529,2018-07-02 20:59:24+00:00
45.83017,-129.74667,182.57,2018-07-02 20:59:24+00:00
45.83017,-129.74667,202.768,2018-07-02 20:59:24+00:00
45.83017,-129.74667,222.25,2018-07-02 20:59:24+00:00
44.52933,-125.39283,12.596,2018-07-10 20:45:57+00:00
44.52933,-125.39283,12.801,2018-07-10 20:45:57+00:00
44.52933,-125.39283,22.365,2018-07-10 20:45:57+00:00
44.52933,-125.39283,42.324,2018-07-10 20:45:57+00:00
44.52933,-125.39283,42.518,2018-07-10 20:45:57+00:00
44.52933,-125.39283,62.186,2018-07-10 20:45:57+00:00
44.52933,-125.39283,82.152,2018-07-10 20:45:57+00:00
44.52933,-125.39283,101.928,2018-07-10 20:45:57+00:00
44.52933,-125.39283,121.976,2018-07-10 20:45:57+00:00
44.52933,-125.39283,122.041,2018-07-10 20:45:57+00:00
44.52933,-125.39283,141.818,2018-07-10 20:45:57+00:00
44.52933,-125.39283,162,2018-07-10 20:45:57+00:00
44.52933,-125.39283,181.97,2018-07-10 20:45:57+00:00
44.52933,-125.39283,182.127,2018-07-10 20:45:57+00:00
44.52933,-125.39283,202.017,2018-07-10 20:45:57+00:00
44.52933,-125.39283,221.869,2018-07-10 20:45:57+00:00
44.52933,-125.3965,14.78,2018-07-10 22:43:40+00:00
44.52933,-125.3965,24.948,2018-07-10 22:43:40+00:00
44.52933,-125.3965,54.517,2018-07-10 22:43:40+00:00
44.52933,-125.3965,104.479,2018-07-10 22:43:40+00:00
44.52933,-125.3965,254.273,2018-07-10 22:43:40+00:00
44.52933,-125.3965,504.776,2018-07-10 22:43:40+00:00
44.52933,-125.3965,1003.265,2018-07-10 22:43:40+00:00
44.52933,-125.3965,1504.104,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2003.655,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2502.764,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2503.273,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2702.467,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2702.606,2018-07-10 22:43:40+00:00
44.52933,-125.3965,2897.936,2018-07-10 22:43:40+00:00
44.373,-124.95633,13.016,2018-07-15 04:39:48+00:00
44.373,-124.95633,22.49,2018-07-15 04:39:48+00:00
44.373,-124.95633,42.774,2018-07-15 04:39:48+00:00
44.373,-124.95633,62.76,2018-07-15 04:39:48+00:00
44.373,-124.95633,82.471,2018-07-15 04:39:48+00:00
44.373,-124.95633,102.597,2018-07-15 04:39:48+00:00
44.373,-124.95633,122.051,2018-07-15 04:39:48+00:00
44.373,-124.95633,122.575,2018-07-15 04:39:48+00:00
44.373,-124.95633,141.826,2018-07-15 04:39:48+00:00
44.373,-124.95633,141.867,2018-07-15 04:39:48+00:00
44.373,-124.95633,161.97,2018-07-15 04:39:48+00:00
44.373,-124.95633,182.11,2018-07-15 04:39:48+00:00
44.373,-124.95633,202.556,2018-07-15 04:39:48+00:00
44.373,-124.95633,222.273,2018-07-15 04:39:48+00:00
44.37367,-124.95317,13.073,2018-07-17 22:38:58+00:00
44.37367,-124.95317,22.732,2018-07-17 22:38:58+00:00
44.37367,-124.95317,22.768,2018-07-17 22:38:58+00:00
44.37367,-124.95317,42.761,2018-07-17 22:38:58+00:00
44.37367,-124.95317,62.627,2018-07-17 22:38:58+00:00
44.37367,-124.95317,82.347,2018-07-17 22:38:58+00:00
44.37367,-124.95317,102.252,2018-07-17 22:38:58+00:00
44.37367,-124.95317,121.541,2018-07-17 22:38:58+00:00
44.37367,-124.95317,121.755,2018-07-17 22:38:58+00:00
44.37367,-124.95317,141.951,2018-07-17 22:38:58+00:00
44.37367,-124.95317,142.025,2018-07-17 22:38:58+00:00
44.37367,-124.95317,162.219,2018-07-17 22:38:58+00:00
44.37367,-124.95317,181.323,2018-07-17 22:38:58+00:00
44.37367,-124.95317,201.296,2018-07-17 22:38:58+00:00
44.37367,-124.95317,221.33,2018-07-17 22:38:58+00:00
44.36667,-124.955,12.85,2018-07-23 23:20:04+00:00
44.36667,-124.955,22.838,2018-07-23 23:20:04+00:00
44.36667,-124.955,52.5,2018-07-23 23:20:04+00:00
44.36667,-124.955,102.545,2018-07-23 23:20:04+00:00
44.36667,-124.955,102.961,2018-07-23 23:20:04+00:00
44.36667,-124.955,152.823,2018-07-23 23:20:04+00:00
44.36667,-124.955,202.713,2018-07-23 23:20:04+00:00
44.36667,-124.955,202.775,2018-07-23 23:20:04+00:00
44.36667,-124.955,252.681,2018-07-23 23:20:04+00:00
44.36667,-124.955,302.224,2018-07-23 23:20:04+00:00
44.36667,-124.955,302.372,2018-07-23 23:20:04+00:00
44.36667,-124.955,402.72,2018-07-23 23:20:04+00:00
44.36667,-124.955,502.858,2018-07-23 23:20:04+00:00
44.36667,-124.955,502.867,2018-07-23 23:20:04+00:00
44.36667,-124.955,552.632,2018-07-23 23:20:04+00:00
44.36667,-124.955,552.934,2018-07-23 23:20:04+00:00
44.36667,-124.955,597.36,2018-07-23 23:20:04+00:00
44.52617,-125.37133,13.658,2018-07-25 17:47:23+00:00
44.52617,-125.37133,33.598,2018-07-25 17:47:23+00:00
44.52617,-125.37133,53.28,2018-07-25 17:47:23+00:00
44.52617,-125.37133,103.32,2018-07-25 17:47:23+00:00
44.52617,-125.37133,253.393,2018-07-25 17:47:23+00:00
44.52617,-125.37133,503.685,2018-07-25 17:47:23+00:00
44.52617,-125.37133,503.821,2018-07-25 17:47:23+00:00
44.52617,-125.37133,1001.934,2018-07-25 17:47:23+00:00
44.52617,-125.37133,1002.284,2018-07-25 17:47:23+00:00
44.52617,-125.37133,1502.482,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2001.904,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2501.101,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2501.598,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2750.512,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2750.8,2018-07-25 17:47:23+00:00
44.52617,-125.37133,2894.452,2018-07-25 17:47:23+00:00
45.83017,-129.74667,10.561,2018-07-27 06:21:49+00:00
45.83017,-129.74667,20.874,2018-07-27 06:21:49+00:00
45.83017,-129.74667,20.916,2018-07-27 06:21:49+00:00
45.83017,-129.74667,40.45,2018-07-27 06:21:49+00:00
45.83017,-129.74667,40.495,2018-07-27 06:21:49+00:00
45.83017,-129.74667,60.192,2018-07-27 06:21:49+00:00
45.83017,-129.74667,60.242,2018-07-27 06:21:49+00:00
45.83017,-129.74667,99.962,2018-07-27 06:21:49+00:00
45.83017,-129.74667,249.925,2018-07-27 06:21:49+00:00
45.83017,-129.74667,250.397,2018-07-27 06:21:49+00:00
45.83017,-129.74667,500.377,2018-07-27 06:21:49+00:00
45.83017,-129.74667,998.401,2018-07-27 06:21:49+00:00
45.83017,-129.74667,1503.872,2018-07-27 06:21:49+00:00
45.83017,-129.74667,2002.301,2018-07-27 06:21:49+00:00
45.83017,-129.74667,2502.658,2018-07-27 06:21:49+00:00
45.83017,-129.74667,2601.519,2018-07-27 06:21:49+00:00
45.83017,-129.74667,2601.888,2018-07-27 06:21:49+00:00
44.37383,-124.96,11.41,2019-06-13 21:38:14+00:00
44.37383,-124.96,21.108,2019-06-13 21:38:14+00:00
44.37383,-124.96,21.31,2019-06-13 21:38:14+00:00
44.37383,-124.96,41.062,2019-06-13 21:38:14+00:00
44.37383,-124.96,60.995,2019-06-13 21:38:14+00:00
44.37383,-124.96,80.766,2019-06-13 21:38:14+00:00
44.37383,-124.96,101.277,2019-06-13 21:38:14+00:00
44.37383,-124.96,120.491,2019-06-13 21:38:14+00:00
44.37383,-124.96,140.599,2019-06-13 21:38:14+00:00
44.37383,-124.96,160.86,2019-06-13 21:38:14+00:00
44.37383,-124.96,180.911,2019-06-13 21:38:14+00:00
44.37383,-124.96,200.725,2019-06-13 21:38:14+00:00
44.37383,-124.96,221.151,2019-06-13 21:38:14+00:00
44.529,-125.393,11.181,2019-06-14 11:24:21+00:00
44.529,-125.393,20.627,2019-06-14 11:24:21+00:00
44.529,-125.393,20.68,2019-06-14 11:24:21+00:00
44.529,-125.393,40.365,2019-06-14 11:24:21+00:00
44.529,-125.393,40.457,2019-06-14 11:24:21+00:00
44.529,-125.393,60.165,2019-06-14 11:24:21+00:00
44.529,-125.393,60.238,2019-06-14 11:24:21+00:00
44.529,-125.393,81.152,2019-06-14 11:24:21+00:00
44.529,-125.393,100.224,2019-06-14 11:24:21+00:00
44.529,-125.393,121.243,2019-06-14 11:24:21+00:00
44.529,-125.393,141.27,2019-06-14 11:24:21+00:00
44.529,-125.393,161.044,2019-06-14 11:24:21+00:00
44.529,-125.393,179.892,2019-06-14 11:24:21+00:00
44.529,-125.393,200.163,2019-06-14 11:24:21+00:00
44.529,-125.393,219.896,2019-06-14 11:24:21+00:00
44.529,-125.393,219.975,2019-06-14 11:24:21+00:00
45.8295,-129.74617,2.579,2019-06-17 22:27:51+00:00
45.8295,-129.74617,2.582,2019-06-17 22:27:51+00:00
45.8295,-129.74617,50.889,2019-06-17 22:27:51+00:00
45.8295,-129.74617,75.974,2019-06-17 22:27:51+00:00
45.8295,-129.74617,100.353,2019-06-17 22:27:51+00:00
45.8295,-129.74617,100.448,2019-06-17 22:27:51+00:00
45.8295,-129.74617,199.034,2019-06-17 22:27:51+00:00
45.8295,-129.74617,199.123,2019-06-17 22:27:51+00:00
45.8295,-129.74617,500.439,2019-06-17 22:27:51+00:00
45.8295,-129.74617,749.752,2019-06-17 22:27:51+00:00
45.8295,-129.74617,1000.244,2019-06-17 22:27:51+00:00
45.8295,-129.74617,1250.025,2019-06-17 22:27:51+00:00
45.8295,-129.74617,1499.423,2019-06-17 22:27:51+00:00
45.8295,-129.74617,2001.881,2019-06-17 22:27:51+00:00
45.8295,-129.74617,2249.557,2019-06-17 22:27:51+00:00
45.8295,-129.74617,2500.5,2019-06-17 22:27:51+00:00
45.8295,-129.74617,2599.892,2019-06-17 22:27:51+00:00
44.37417,-124.95967,80.757,2019-06-24 05:30:10+00:00
44.37417,-124.95967,100.467,2019-06-24 05:30:10+00:00
44.37417,-124.95967,120.16,2019-06-24 05:30:10+00:00
44.37417,-124.95967,139.915,2019-06-24 05:30:10+00:00
44.37417,-124.95967,160.082,2019-06-24 05:30:10+00:00
44.37417,-124.95967,179.621,2019-06-24 05:30:10+00:00
44.37417,-124.95967,199.745,2019-06-24 05:30:10+00:00
44.37417,-124.95967,219.741,2019-06-24 05:30:10+00:00
44.37417,-124.95967,399.652,2019-06-24 05:30:10+00:00
44.37417,-124.95967,563.948,2019-06-24 05:30:10+00:00
44.37417,-124.95967,564.037,2019-06-24 05:30:10+00:00
44.529,-125.39283,12.702,2019-06-27 19:38:18+00:00
44.529,-125.39283,32.349,2019-06-27 19:38:18+00:00
44.529,-125.39283,42.298,2019-06-27 19:38:18+00:00
44.529,-125.39283,42.335,2019-06-27 19:38:18+00:00
44.529,-125.39283,62.049,2019-06-27 19:38:18+00:00
44.529,-125.39283,82.094,2019-06-27 19:38:18+00:00
44.529,-125.39283,101.687,2019-06-27 19:38:18+00:00
44.529,-125.39283,121.612,2019-06-27 19:38:18+00:00
44.529,-125.39283,121.651,2019-06-27 19:38:18+00:00
44.529,-125.39283,141.639,2019-06-27 19:38:18+00:00
44.529,-125.39283,161.376,2019-06-27 19:38:18+00:00
44.529,-125.39283,181.873,2019-06-27 19:38:18+00:00
44.529,-125.39283,181.927,2019-06-27 19:38:18+00:00
44.529,-125.39283,201.79,2019-06-27 19:38:18+00:00
44.529,-125.39283,221.05,2019-06-27 19:38:18+00:00
44.37417,-124.95967,10.817,2019-06-28 17:31:26+00:00
44.37417,-124.95967,20.709,2019-06-28 17:31:26+00:00
44.37417,-124.95967,40.497,2019-06-28 17:31:26+00:00
44.37417,-124.95967,40.503,2019-06-28 17:31:26+00:00
44.37417,-124.95967,60.469,2019-06-28 17:31:26+00:00
44.37417,-124.95967,80.236,2019-06-28 17:31:26+00:00
44.37417,-124.95967,100.251,2019-06-28 17:31:26+00:00
44.37417,-124.95967,100.26,2019-06-28 17:31:26+00:00
44.37417,-124.95967,119.918,2019-06-28 17:31:26+00:00
44.37417,-124.95967,120.175,2019-06-28 17:31:26+00:00
44.37417,-124.95967,139.912,2019-06-28 17:31:26+00:00
44.37417,-124.95967,160.113,2019-06-28 17:31:26+00:00
44.37417,-124.95967,180.578,2019-06-28 17:31:26+00:00
44.37417,-124.95967,200.808,2019-06-28 17:31:26+00:00
44.37417,-124.95967,220.564,2019-06-28 17:31:26+00:00
45.82967,-129.74633,10.905,2019-07-07 06:22:44+00:00
45.82967,-129.74633,10.918,2019-07-07 06:22:44+00:00
45.82967,-129.74633,20.844,2019-07-07 06:22:44+00:00
45.82967,-129.74633,21.097,2019-07-07 06:22:44+00:00
45.82967,-129.74633,40.619,2019-07-07 06:22:44+00:00
45.82967,-129.74633,40.7,2019-07-07 06:22:44+00:00
45.82967,-129.74633,60.063,2019-07-07 06:22:44+00:00
45.82967,-129.74633,60.163,2019-07-07 06:22:44+00:00
45.82967,-129.74633,79.858,2019-07-07 06:22:44+00:00
45.82967,-129.74633,80.044,2019-07-07 06:22:44+00:00
45.82967,-129.74633,100.021,2019-07-07 06:22:44+00:00
45.82967,-129.74633,100.291,2019-07-07 06:22:44+00:00
45.82967,-129.74633,119.761,2019-07-07 06:22:44+00:00
45.82967,-129.74633,119.934,2019-07-07 06:22:44+00:00
45.82967,-129.74633,139.752,2019-07-07 06:22:44+00:00
45.82967,-129.74633,160.055,2019-07-07 06:22:44+00:00
45.82967,-129.74633,179.957,2019-07-07 06:22:44+00:00
45.82967,-129.74633,199.902,2019-07-07 06:22:44+00:00
45.82967,-129.74633,219.88,2019-07-07 06:22:44+00:00
45.82967,-129.74633,21.46,2019-07-07 08:17:00+00:00
45.82967,-129.74633,40.902,2019-07-07 08:17:00+00:00
45.82967,-129.74633,40.971,2019-07-07 08:17:00+00:00
45.82967,-129.74633,60.712,2019-07-07 08:17:00+00:00
45.82967,-129.74633,60.714,2019-07-07 08:17:00+00:00
45.82967,-129.74633,75.371,2019-07-07 08:17:00+00:00
45.82967,-129.74633,75.513,2019-07-07 08:17:00+00:00
45.82967,-129.74633,100.05,2019-07-07 08:17:00+00:00
45.82967,-129.74633,250.348,2019-07-07 08:17:00+00:00
45.82967,-129.74633,500.224,2019-07-07 08:17:00+00:00
45.82967,-129.74633,750.143,2019-07-07 08:17:00+00:00
45.82967,-129.74633,900.174,2019-07-07 08:17:00+00:00
45.82967,-129.74633,900.529,2019-07-07 08:17:00+00:00
45.82967,-129.74633,1500.49,2019-07-07 08:17:00+00:00
45.82967,-129.74633,2399.961,2019-07-07 08:17:00+00:00
45.82967,-129.74633,2599.315,2019-07-07 08:17:00+00:00
44.5375,-125.3785,10.356,2020-08-03 15:17:41+00:00
44.5375,-125.3785,30.384,2020-08-03 15:17:41+00:00
44.5375,-125.3785,50.412,2020-08-03 15:17:41+00:00
44.5375,-125.3785,100.019,2020-08-03 15:17:41+00:00
44.5375,-125.3785,199.979,2020-08-03 15:17:41+00:00
44.5375,-125.3785,250.171,2020-08-03 15:17:41+00:00
44.5375,-125.3785,299.772,2020-08-03 15:17:41+00:00
44.5375,-125.3785,500.391,2020-08-03 15:17:41+00:00
44.5375,-125.3785,1001.314,2020-08-03 15:17:41+00:00
44.5375,-125.3785,1800.71,2020-08-03 15:17:41+00:00
45.83066667,-129.7395,10.129,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,19.912,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,39.703,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,59.408,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,79.972,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,100.519,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,119.345,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,160.425,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,179.712,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,199.365,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,219.92,2020-08-08 21:53:32+00:00
45.83066667,-129.7395,10.22,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,50.489,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,75.301,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,100.004,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,200.855,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,500.144,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,500.634,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,749.687,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,1000.703,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,1500.748,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,2000.381,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,2401.04,2020-08-08 23:36:18+00:00
45.83066667,-129.7395,2600.169,2020-08-08 23:36:18+00:00
44.53583333,-125.3803333,10.46,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,20.225,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,20.5,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,39.894,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,60.228,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,60.759,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,80.941,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,99.818,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,119.843,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,120.219,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,140.554,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,161.415,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,179.912,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,200.309,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,220.044,2020-08-11 04:28:22+00:00
44.53583333,-125.3803333,899.938,2020-08-11 05:48:08+00:00
44.53583333,-125.3803333,1499.968,2020-08-11 05:48:08+00:00
44.53583333,-125.3803333,2250.082,2020-08-11 05:48:08+00:00
44.53583333,-125.3803333,2600.153,2020-08-11 05:48:08+00:00
44.37416667,-124.9625,9.638,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,20.238,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,20.267,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,40.226,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,59.769,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,60.422,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,80.253,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,99.679,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,119.891,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,120.036,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,140.403,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,140.684,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,180.139,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,199.795,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,219.52,2020-08-11 23:39:18+00:00
44.37416667,-124.9625,351.71,2020-08-12 00:49:20+00:00
44.37416667,-124.9625,400.848,2020-08-12 00:49:20+00:00
44.37416667,-124.9625,500.681,2020-08-12 00:49:20+00:00
44.37416667,-124.9625,550.78,2020-08-12 00:49:20+00:00
44.37416667,-124.9625,575.888,2020-08-12 00:49:20+00:00
45.83333333,-129.7573333,9.768,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,9.781,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,19.933,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,20.06,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,39.529,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,59.844,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,79.752,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,99.987,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,120.097,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,139.82,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,159.985,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,180.217,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,180.234,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,199.985,2021-08-03 01:25:44+00:00
45.83333333,-129.7573333,219.951,2021-08-03 01:25:44+00:00
45.83033333,-129.7465,19.72,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,20.047,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,20.13,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,39.929,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,60.21,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,99.815,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,140.163,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,179.745,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,180.089,2021-08-04 13:48:19+00:00
45.83033333,-129.7465,220.111,2021-08-04 13:48:19+00:00
44.526,-125.3943333,9.841,2021-08-06 01:43:57+00:00
44.526,-125.3943333,20.161,2021-08-06 01:43:57+00:00
44.526,-125.3943333,39.925,2021-08-06 01:43:57+00:00
44.526,-125.3943333,40.05,2021-08-06 01:43:57+00:00
44.526,-125.3943333,60.019,2021-08-06 01:43:57+00:00
44.526,-125.3943333,80.146,2021-08-06 01:43:57+00:00
44.526,-125.3943333,100.173,2021-08-06 01:43:57+00:00
44.526,-125.3943333,119.874,2021-08-06 01:43:57+00:00
44.526,-125.3943333,139.737,2021-08-06 01:43:57+00:00
44.526,-125.3943333,159.838,2021-08-06 01:43:57+00:00
44.526,-125.3943333,180.301,2021-08-06 01:43:57+00:00
44.526,-125.3943333,200.285,2021-08-06 01:43:57+00:00
44.526,-125.3943333,220.186,2021-08-06 01:43:57+00:00
44.374,-124.9505,9.738,2021-08-26 09:16:44+00:00
44.374,-124.9505,20.563,2021-08-26 09:16:44+00:00
44.374,-124.9505,20.596,2021-08-26 09:16:44+00:00
44.374,-124.9505,39.961,2021-08-26 09:16:44+00:00
44.374,-124.9505,59.564,2021-08-26 09:16:44+00:00
44.374,-124.9505,80.152,2021-08-26 09:16:44+00:00
44.374,-124.9505,99.868,2021-08-26 09:16:44+00:00
44.374,-124.9505,119.962,2021-08-26 09:16:44+00:00
44.374,-124.9505,139.92,2021-08-26 09:16:44+00:00
44.374,-124.9505,159.86,2021-08-26 09:16:44+00:00
44.374,-124.9505,179.814,2021-08-26 09:16:44+00:00
44.374,-124.9505,198.738,2021-08-26 09:16:44+00:00
44.374,-124.9505,399.431,2021-08-26 09:16:44+00:00
44.374,-124.9505,560.097,2021-08-26 09:16:44+00:00
44.374,-124.9505,560.428,2021-08-26 09:16:44+00:00
45.8295,-129.746,10.078,2021-09-01 05:03:07+00:00
45.8295,-129.746,20.244,2021-09-01 05:03:07+00:00
45.8295,-129.746,40.182,2021-09-01 05:03:07+00:00
45.8295,-129.746,40.204,2021-09-01 05:03:07+00:00
45.8295,-129.746,60.214,2021-09-01 05:03:07+00:00
45.8295,-129.746,60.375,2021-09-01 05:03:07+00:00
45.8295,-129.746,75.046,2021-09-01 05:03:07+00:00
45.8295,-129.746,99.95,2021-09-01 05:03:07+00:00
45.8295,-129.746,100.051,2021-09-01 05:03:07+00:00
45.8295,-129.746,250.064,2021-09-01 05:03:07+00:00
45.8295,-129.746,500.032,2021-09-01 05:03:07+00:00
45.8295,-129.746,750.025,2021-09-01 05:03:07+00:00
45.8295,-129.746,900.176,2021-09-01 05:03:07+00:00
45.8295,-129.746,1500.187,2021-09-01 05:03:07+00:00
45.8295,-129.746,2000.042,2021-09-01 05:03:07+00:00
45.8295,-129.746,2399.525,2021-09-01 05:03:07+00:00
45.8295,-129.746,2599.974,2021-09-01 05:03:07+00:00
45.8295,-129.746,2599.975,2021-09-01 05:03:07+00:00
45.8265,-129.7473333,12.474,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,19.844,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,40.283,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,59.943,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,80.341,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,100.391,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,120.346,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,139.844,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,160.202,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,179.58,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,200.108,2022-08-12 19:38:50+00:00
45.8265,-129.7473333,220.583,2022-08-12 19:38:50+00:00
44.56966667,-125.1466667,10.086,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,20.028,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,49.888,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,100.143,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,150.342,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,200.281,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,250.01,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,400.083,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,500.441,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,702.914,2022-08-21 06:35:11+00:00
44.56966667,-125.1466667,769.564,2022-08-21 06:35:11+00:00
44.51516667,-125.3956667,9.878,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,30.016,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,49.975,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,99.984,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,250.699,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,500.384,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,999.986,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,1999.884,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,2750.597,2022-08-21 17:54:01+00:00
44.51516667,-125.3956667,2899.332,2022-08-21 17:54:01+00:00
44.37383333,-124.9516667,9.913,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,20.001,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,50.329,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,100.248,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,149.909,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,200.214,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,249.647,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,399.873,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,550.13,2022-08-23 10:41:06+00:00
44.37383333,-124.9516667,564.772,2022-08-23 10:41:06+00:00
44.3645,-124.9483333,10.101,2022-08-26 13:57:26+00:00
44.3645,-124.9483333,20.101,2022-08-26 13:57:26+00:00
