Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.91665,-130.02502,2024-08-30T13:14:36.942Z,J2-1648,*0010000000000000,2581,AT50-29_J2-1648,*0000000000000100,Forward Starboard,*0000000000000100,2024-08-30T13:15:36.942Z,189.1651083,*0000000000000100,-9999999,-9999999,-9999999,7.188923333,*0000000000000100,-9999999,-9999999,3.43853525,*0000000000000100,-9999999,-9999999,33.732285,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,3.34088913,-9999999,*0000000000001000,0.004700204,0.025918269,1.116666667,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.91665,-130.02502,2024-08-30T13:14:36.942Z,J2-1648,*0010000000000000,2581,AT50-29_J2-1648,*0000000000000100,Forward Starboard,*0000000000000100,2024-08-30T13:15:36.942Z,189.1651083,*0000000000000100,-9999999,-9999999,-9999999,7.188923333,*0000000000000100,-9999999,-9999999,3.43853525,*0000000000000100,-9999999,-9999999,33.732285,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,3.321409645,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,23,*0000000000000100,2024-08-12T02:15:19.000Z,9.977,*0000000001000100,9.895,45.82662,-129.74902,17.8905,*0000000001000100,17.888,*0000000001000100,4.267891,*0000000011000100,4.267655,*0000000011000100,32.348,32.348,5.4605,*0000000011000100,5.46868,0.2988,*0000000011000100,0.1042,97.4291,*0000000000000100,-9999999,*0000000011000100,5.872615325,-9999999,*0000000000001000,0.095346999,-0.000429733,1.76344086,-9999999,*0000000000000100,0.501993567,3.566633333,0.712445733,-0.001671333,0.248577422,-9999999,*0000000000000100,32.35583099,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2001.88,-9999999,*0000000000000100,400.63,22.7,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2215.04,-9999999,-9999999,8.037,13.98,1834.56,153.34,3.624,2.387
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,23,*0000000000000100,2024-08-12T02:15:19.000Z,9.977,*0000000001000100,9.895,45.82662,-129.74902,17.8905,*0000000001000100,17.888,*0000000001000100,4.267891,*0000000001000100,4.267655,*0000000001000100,32.348,32.348,5.4605,*0000000011000100,5.46868,0.2988,*0000000001000100,0.1042,97.4291,*0000000000000100,-9999999,*0000000001000100,5.8703119,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,21,*0000000000000100,2024-08-12T02:12:41.000Z,19.923,*0000000001000100,19.759,45.82662,-129.74902,15.1666,*0000000001000100,15.1675,*0000000001000100,4.018521,*0000000001000100,4.018558,*0000000001000100,32.3748,32.3743,6.2583,*0000000011000100,5.76596,0.5647,*0000000011000100,0.1185,97.0808,*0000000000000100,-9999999,*0000000011000100,6.682264227,-9999999,*0000000000000100,0.147049244,0.000940041,1.755172414,-9999999,*0000000000000100,0.596921162,1.205738989,0.912002906,0.010323268,0.408163881,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2009.77,-9999999,*0000000000000100,364.51,22.6,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2221.06,-9999999,-9999999,8.072,13.79,1844.67,151.32,3.559,2.334
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,19,*0000000000000100,2024-08-12T02:09:36.000Z,40.282,*0000000001000100,39.948,45.82662,-129.74903,12.9395,*0000000001000100,12.9281,*0000000001000100,3.81382,*0000000011000100,3.812669,*0000000011000100,32.3531,32.352,6.512,*0000000001000100,6.03373,1.5528,*0000000011000100,0.1697,95.8459,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,0.378702164,0.023930754,1.714828897,-9999999,*0000000000000100,0.591101888,1.195268013,1.438971938,0.024731124,0.147767356,-9999999,*0000000000000100,32.38266029,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2000.07,-9999999,*0000000000000100,354.87,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2196.69,-9999999,-9999999,8.077,14.38,1844.99,140.7,3.293,2.151
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,17,*0000000000000100,2024-08-12T02:06:36.000Z,62.055,*0000000001000100,61.538,45.82662,-129.74902,10.5328,*0000000001000100,10.5675,*0000000001000100,3.601797,*0000000001000100,3.604376,*0000000001000100,32.3811,32.376,6.4993,*0000000011000100,6.34781,1.521,*0000000011000100,0.1234,96.9631,*0000000000000100,-9999999,*0000000011000100,7.026416264,-9999999,*0000000000000100,0.34714365,0.095293282,1.596309112,-9999999,*0000000000000100,0.72001545,2.96126951,3.884746288,0.066426176,0.318082328,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2075.17,-9999999,*0000000000000100,456.37,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2219.38,-9999999,-9999999,7.982,19.97,1945.99,109.2,2.543,1.654
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,15,*0000000000000100,2024-08-12T02:03:35.000Z,82.199,*0000000001000100,81.509,45.82663,-129.74903,9.571,*0000000001000100,9.5724,*0000000001000100,3.521446,*0000000011000100,3.521496,*0000000011000100,32.4212,32.4204,6.2314,*0000000011000100,6.48062,0.6211,*0000000001000100,0.0676,98.3249,*0000000000000100,-9999999,*0000000011000100,6.703073161,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.872523643,4.283917362,5.822814949,0.328563279,0.552100506,-9999999,*0000000000000100,32.44158,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2038.35,-9999999,*0000000000000100,360.58,22.7,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2211.59,-9999999,-9999999,8.069,16.29,1896.4,125.66,2.913,1.892
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,13,*0000000000000100,2024-08-12T01:59:15.000Z,100.89,*0000000001000100,100.039,45.82662,-129.74902,8.9662,*0000000001000100,8.9666,*0000000001000100,3.487289,*0000000001000100,3.487131,*0000000001000100,32.6111,32.6091,5.6275,*0000000011000100,6.55978,0.2341,*0000000011000100,0.0487,98.7903,*0000000000000100,-9999999,*0000000011000100,6.019716138,-9999999,*0000000000000100,0.118848019,0.055677276,1.51754386,-9999999,*0000000000000100,1.102339995,8.982792985,11.15490182,0.133961659,0.017395305,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2077.66,-9999999,*0000000000000100,414.47,22.6,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2228.17,-9999999,-9999999,8.017,19.09,1946.22,112.35,2.59,1.681
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,11,*0000000000000100,2024-08-12T01:55:45.000Z,121.767,*0000000001000100,120.734,45.82662,-129.74902,8.4227,*0000000001000100,8.4109,*0000000001000100,3.466633,*0000000011000100,3.46625,*0000000011000100,32.8882,32.8952,5.0091,*0000000011000100,6.6279,0.1923,*0000000001000100,0.0452,98.8756,*0000000000000100,-9999999,*0000000011000100,5.282404694,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.392701455,16.10286288,16.9871129,0.0218866,0.001986413,-9999999,*0000000000000100,32.91118674,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2110.23,*0000000000000001,*0000000000001000,494.32,22.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2233.36,-9999999,-9999999,7.947,23.15,1990.51,96.58,2.212,1.435
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,11,*0000000000000100,2024-08-12T01:55:45.000Z,121.767,*0000000001000100,120.734,45.82662,-129.74902,8.4227,*0000000001000100,8.4109,*0000000001000100,3.466633,*0000000001000100,3.46625,*0000000001000100,32.8882,32.8952,5.0091,*0000000001000100,6.6279,0.1923,*0000000001000100,0.0452,98.8756,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2105.32,-9999999,*0000000000001000,471.67,22.7,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2239.23,-9999999,-9999999,7.964,21.96,1981.04,102.32,2.323,1.507
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,9,*0000000000000100,2024-08-12T01:52:24.000Z,141.921,*0000000001000100,140.71,45.82662,-129.74902,7.5617,*0000000001000100,7.5609,*0000000001000100,3.427245,*0000000001000100,3.427094,*0000000001000100,33.2722,33.2714,4.8887,*0000000001000100,6.7411,0.0479,*0000000011000100,0.0387,99.0384,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,0.018800817,0.022534122,1.345679012,-9999999,*0000000000000100,1.582251498,23.8391401,20.81151615,0.009839716,0.036549874,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2102.17,*0000000000000001,*0000000000001000,536.58,22.6,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2207.97,-9999999,-9999999,7.907,25.82,1990.25,86.1,1.957,1.268
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,9,*0000000000000100,2024-08-12T01:52:24.000Z,141.921,*0000000001000100,140.71,45.82662,-129.74902,7.5617,*0000000001000100,7.5609,*0000000001000100,3.427245,*0000000001000100,3.427094,*0000000001000100,33.2722,33.2714,4.8887,*0000000001000100,6.7411,0.0479,*0000000001000100,0.0387,99.0384,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2139.53,-9999999,*0000000000001000,527.51,22.8,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2248.04,-9999999,-9999999,7.924,25.53,2025.14,88.87,2.038,1.32
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,7,*0000000000000100,2024-08-12T01:48:29.000Z,161.849,*0000000001000100,160.46,45.82662,-129.74902,7.2081,*0000000001000100,7.2091,*0000000001000100,3.421498,*0000000001000100,3.421422,*0000000001000100,33.5412,33.5394,4.8263,*0000000011000100,6.78374,0.0206,*0000000011000100,0.0382,99.0494,*0000000000000100,-9999999,*0000000011000100,5.088177174,-9999999,*0000000000000100,0.006714577,0.020842048,1.185185185,-9999999,*0000000000000100,1.620902093,28.55978231,22.39352468,0.002717865,4.37E-05,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2144.89,*0000000000000001,*0000000000001000,537.73,22.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2253.27,-9999999,-9999999,7.912,26.15,2030.35,88.39,1.997,1.293
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,7,*0000000000000100,2024-08-12T01:48:29.000Z,161.849,*0000000001000100,160.46,45.82662,-129.74902,7.2081,*0000000001000100,7.2091,*0000000001000100,3.421498,*0000000001000100,3.421422,*0000000001000100,33.5412,33.5394,4.8263,*0000000001000100,6.78374,0.0206,*0000000001000100,0.0382,99.0494,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2155.57,-9999999,*0000000000001000,540.93,22.6,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2264.12,-9999999,-9999999,7.912,26.31,2040.52,88.75,2.005,1.298
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,5,*0000000000000100,2024-08-12T01:45:19.000Z,182.315,*0000000001000100,180.741,45.82662,-129.74903,6.8968,*0000000001000100,6.891,*0000000001000100,3.409146,*0000000001000100,3.408737,*0000000001000100,33.6997,33.7008,4.3237,*0000000001000100,6.82524,0.0219,*0000000001000100,0.0403,98.9967,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.757844023,34.68620943,25.02373649,-0.000150583,4.58E-05,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2176.29,-9999999,*0000000000000100,586.81,22.6,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2273.37,-9999999,-9999999,7.88,28.82,2064.7,82.77,1.86,1.204
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,3,*0000000000000100,2024-08-12T01:42:20.000Z,202.078,*0000000001000100,200.325,45.82662,-129.74902,6.7036,*0000000001000100,6.7106,*0000000001000100,3.399114,*0000000011000100,3.399388,*0000000011000100,33.7693,33.7654,3.6368,*0000000011000100,6.85253,0.0225,*0000000011000100,0.043,98.9318,*0000000000000100,-9999999,*0000000011000100,3.75071181,-9999999,*0000000000001000,0.00604312,0.024065045,1.152542373,-9999999,*0000000000000100,1.974830559,41.18430196,28.15905974,-0.003183545,0.00167099,-9999999,*0000000000000100,33.79614935,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2198.19,-9999999,*0000000000000100,672.47,22.4,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2276.87,-9999999,-9999999,7.824,33.24,2091.45,73.5,1.644,1.064
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,3,*0000000000000100,2024-08-12T01:42:20.000Z,202.078,*0000000001000100,200.325,45.82662,-129.74902,6.7036,*0000000001000100,6.7106,*0000000001000100,3.399114,*0000000001000100,3.399388,*0000000001000100,33.7693,33.7654,3.6368,*0000000011000100,6.85253,0.0225,*0000000001000100,0.043,98.9318,*0000000000000100,-9999999,*0000000001000100,3.669504595,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Base Shallow Profiler,RS03AXPS,45.82667,-129.749,2024-08-12T01:28:09.000Z,CTD-004,*0000000000000100,2632,AT50-29_CTD-004,*0000000000000100,1,*0000000000000100,2024-08-12T01:38:58.000Z,222.638,*0000000001000100,220.695,45.82661,-129.74902,6.5507,*0000000001000100,6.5471,*0000000001000100,3.388756,*0000000001000100,3.388322,*0000000001000100,33.7954,33.7942,3.3579,*0000000001000100,6.8756,0.0254,*0000000001000100,0.0432,98.9271,*0000000000000100,-9999999,*0000000011000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.047086509,44.79428991,29.44485068,-0.004299785,4.99E-05,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2210.78,-9999999,*0000000000000100,688.49,22.1,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2286.38,-9999999,-9999999,7.815,34.21,2104.41,72.16,1.607,1.04
AT50-29,Axial Central Caldera,CTDPFB305,45.91705,-130.0248,2024-09-01T16:28:59.412Z,J2-1653,*0010000000000000,1500,AT50-29_J2-1653,*0000000000000100,Forward Starboard,*0000000000000100,2024-09-01T16:29:59.412Z,1544.116592,*0000000000000100,-9999999,-9999999,-9999999,2.421731667,*0000000000000100,-9999999,-9999999,3.139399333,*0000000010000100,-9999999,-9999999,34.46773833,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.52307954,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Eastern Caldera,CTDPFB306,45.91727,-130.0254,2024-09-02T10:09:47.935Z,J2-1656,*0010000000000000,1521,AT50-29_J2-1656,*0000000000000100,Forward Starboard,*0000000000000100,2024-09-02T10:10:47.935Z,1534.485067,*0000000000000100,-9999999,-9999999,-9999999,2.399883333,*0000000000000100,-9999999,-9999999,3.1373255,*0000000010000100,-9999999,-9999999,34.47050333,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.52955993,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Axial Seamount International District 2,CTDPFB307,45.9166,-130.02492,2024-09-01T06:30:22.185Z,J2-1652,*0010000000000000,1528,AT50-29_J2-1652,*0000000000000100,Aft Starboard,*0000000000000100,2024-09-01T06:31:22.185Z,1546.755258,*0000000000000100,-9999999,-9999999,-9999999,2.4233225,*0000000000000100,-9999999,-9999999,3.139465917,*0000000010000100,-9999999,-9999999,34.46553667,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,32.55012835,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Offshore BEP,CE04OSBP,44.35919,-124.96494,2024-08-15T19:39:10.708Z,J2-1619,*0010000000000000,588,AT50-29_J2-1619,*0000000000000100,Aft Starboard,*0000000000100000,2024-08-15T19:40:10.708Z,584.0417,*0000000000000100,-9999999,-9999999,-9999999,5.2125025,*0000000000000100,-9999999,-9999999,3.314551833,*0000000010000100,-9999999,-9999999,34.12121167,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.22734764,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2345.09,-9999999,*0000000000000100,1319.3,21.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2337.2,-9999999,-9999999,7.537,68.61,2236.79,39.69,0.819,0.531
AT50-29,Oregon Offshore BEP,CE04OSBP,44.35919,-124.96494,2024-08-15T19:39:36.208Z,J2-1619,*0010000000000000,588,AT50-29_J2-1619,*0000000000000100,Forward Starboard,*0000000000001000,2024-08-15T19:40:36.208Z,584.0374417,*0000000000000100,-9999999,-9999999,-9999999,5.211885,*0000000000000100,-9999999,-9999999,3.314506667,*0000000000000100,-9999999,-9999999,34.12132333,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.266853755,-9999999,*0000000000001000,0.009400408,0.130934259,1.050909091,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Offshore BEP,CE04OSBP,44.35919,-124.96494,2024-08-15T19:39:36.208Z,J2-1619,*0010000000000000,588,AT50-29_J2-1619,*0000000000000100,Forward Starboard,*0000000000001000,2024-08-15T19:40:36.208Z,584.0374417,*0000000000000100,-9999999,-9999999,-9999999,5.211885,*0000000000000100,-9999999,-9999999,3.314506667,*0000000000000100,-9999999,-9999999,34.12132333,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.369904684,-9999999,*0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT50-29,Oregon Offshore BEP,CE04OSBP,44.35984,-124.96455,2024-08-22T09:57:50.328Z,J2-1635,*0010000000000000,588,AT50-29_J2-1635,*0000000000000100,Aft Starboard,*0000000000000100,2024-08-22T09:58:50.328Z,584.4657417,*0000000000000100,-9999999,-9999999,-9999999,5.07984,*0000000000000100,-9999999,-9999999,3.30506425,*0000000010000100,-9999999,-9999999,34.14712333,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.283441,-9999999,*0000000000000100,-9999999,-9999999,-9999999,2345.61,-9999999,*0000000000000100,1285.44,21.5,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2340.48,-9999999,-9999999,7.548,67.15,2237.91,40.54,0.836,0.542
AT50-29,Oregon Offshore BEP,CE04OSBP,44.35984,-124.96455,2024-08-22T09:58:27.368Z,J2-1635,*0010000000000000,588,AT50-29_J2-1635,*0000000000000100,Forward Starboard,*0000000000000100,2024-08-22T09:59:27.368Z,584.472675,*0000000000000100,-9999999,-9999999,-9999999,5.080176667,*0000000000000100,-9999999,-9999999,3.305089583,*0000000000000100,-9999999,-9999999,34.14706833,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-0.03271735,-9999999,*0000000000001000,0.007386035,0.146726945,1.036423841,-9999999,*0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
