_x_bin,_y_bin,Center_Lat,Center_Lon,n_records,Sources,Station_Names,Source_Names,Source_Files
-19757,9912,44.522547610492275,-125.38589684344993,26,bottle,"Slope Base Shallow Profiler, bottle","Slope Base Shallow Profiler, bottle",bottle_data
-19757,9913,44.52703916636723,-125.38589684344993,6,bottle,"Slope Base Shallow Profiler - 200 m W, bottle","Slope Base Shallow Profiler - 200 m W, bottle",bottle_data
-19757,9914,44.53153072224219,-125.38589684344993,33,bottle,"Slope Base Shallow Profiler, Slope Base Shallow Profiler - 200 m W, bottle","Slope Base Shallow Profiler, Slope Base Shallow Profiler - 200 m W, bottle",bottle_data
-19757,9915,44.53602227811714,-125.38589684344993,57,bottle,"Slope Base Shallow Profiler - 250 m E, bottle","Slope Base Shallow Profiler - 250 m E, bottle",bottle_data
-19756,9913,44.52703916636723,-125.37955027918785,20,"bottle, zarr","Oregon Offshore Deep Profiler, RS01SBPD, Slope Base Deep Profiler, bottle","Oregon Offshore Deep Profiler, RS01SBPD-DP01A-01-CTDPFL104-recovered_inst-dpc_ctd_instrument_recovered, Slope Base Deep Profiler, bottle","bottle_data, slope_base_deep_profiles_20150722_20240217_qf49_HITL, slope_base_deep_profiles_20150722_20240217_qf49_HITL_binned_24h"
-19756,9914,44.53153072224219,-125.37955027918785,22,bottle,"Slope Base Deep Profiler, bottle","Slope Base Deep Profiler, bottle",bottle_data
-19756,9915,44.53602227811714,-125.37955027918785,59,bottle,"Slope Base Shallow Profiler, Slope Base Shallow Profiler - 1300 m NE, bottle","Slope Base Shallow Profiler, Slope Base Shallow Profiler - 1300 m NE, bottle",bottle_data
-19755,9912,44.522547610492275,-125.3732037149258,46,bottle,"Slope Base Deep Profiler, bottle","Slope Base Deep Profiler, bottle",bottle_data
-19755,9913,44.52703916636723,-125.3732037149258,48,bottle,"Slope Base Deep Profiler - 500 m E, Slope Base Deep Profiler - 750 m E, bottle","Slope Base Deep Profiler - 500 m E, Slope Base Deep Profiler - 750 m E, bottle",bottle_data
-19719,9922,44.567463169241826,-125.14472740149152,28,bottle,"Southern Hydrate Ridge, Southern Hydrate Ridge - 90 m E of plume, bottle","Southern Hydrate Ridge, Southern Hydrate Ridge - 90 m E of plume, bottle",bottle_data
-19719,9923,44.57195472511678,-125.14472740149152,3,bottle,"Southern Hydrate Ridge, Southern Hydrate Ridge - 100 m N of Einstein's Grotto","Southern Hydrate Ridge, Southern Hydrate Ridge - 100 m N of Einstein's Grotto",bottle_data
-19691,9876,44.36085159899389,-124.96702360215376,6,bottle,Oregon Offshore BEP,Oregon Offshore BEP,bottle_data
-19690,9878,44.3698347107438,-124.9606770378917,97,bottle,"Oregon Offshore Deep Profiler, Oregon Offshore Deep Profiler - 250 m E, Oregon Offshore Shallow Profiler, bottle","Oregon Offshore Deep Profiler, Oregon Offshore Deep Profiler - 250 m E, Oregon Offshore Shallow Profiler, bottle",bottle_data
-19690,9879,44.37432626661876,-124.9606770378917,122,bottle,"Oregon Offshore Shallow Profiler - 250 m W, Oregon Offshore Shallow Profiler - 500 m W, bottle","Oregon Offshore Shallow Profiler - 250 m W, Oregon Offshore Shallow Profiler - 500 m W, bottle",bottle_data
-19689,9877,44.365343154868846,-124.95433047362962,35,bottle,"Oregon Offshore Deep Profiler - 250 m SW, Oregon Offshore Deep Profiler - 500 m SW, bottle","Oregon Offshore Deep Profiler - 250 m SW, Oregon Offshore Deep Profiler - 500 m SW, bottle",bottle_data
-19689,9878,44.3698347107438,-124.95433047362962,43,"bottle, zarr","CE04OSBP, CE04OSPD, Oregon Offshore BEP, Oregon Offshore Deep Profiler, bottle","CE04OSBP-LJ01C-06-CTDBPO108-streamed-ctdbp_no_sample, CE04OSPD-DP01B-01-CTDPFL105-recovered_inst-dpc_ctd_instrument_recovered, Oregon Offshore BEP, Oregon Offshore Deep Profiler, bottle","bottle_data, oregon_offshore_deep_profiles_20150724_20250810_qf49_HITL, oregon_offshore_deep_profiles_20150724_20250810_qf49_HITL_binned_24h, oregon_offshore_seafloor_fixed_20150101_20260803_1h_qf49_HITL_phadv"
-19689,9879,44.37432626661876,-124.95433047362962,200,"bottle, zarr","Axial Base Shallow Profiler, CE04OSPS, Oregon Offshore Deep Profiler, Oregon Offshore Shallow Profiler, Oregon Offshore Shallow Profiler - 250 m E, Oregon Offshore Shallow Profiler - 250 m NE, Oregon Offshore Shallow Profiler - 600 m E, bottle","Axial Base Shallow Profiler, CE04OSPS-PC01B-4A-CTDPFA109-streamed-ctdpf_optode_sample, CE04OSPS-SF01B-2A-CTDPFA107-streamed-ctdpf_sbe43_sample, Oregon Offshore Deep Profiler, Oregon Offshore Shallow Profiler, Oregon Offshore Shallow Profiler - 250 m E, Oregon Offshore Shallow Profiler - 250 m NE, Oregon Offshore Shallow Profiler - 600 m E, bottle","bottle_data, oregon_offshore_fixed_20150108_20260708_1h_qf49_HITL, oregon_offshore_profiles_20150803_20260604_qf49_HITL, oregon_offshore_profiles_20150803_20260604_qf49_HITL_binned_24h"
-19689,9880,44.37881782249371,-124.95433047362962,27,bottle,"Oregon Offshore Shallow Profiler, bottle","Oregon Offshore Shallow Profiler, bottle",bottle_data
-19688,9877,44.365343154868846,-124.94798390936757,23,bottle,"Oregon Offshore Deep Profiler, bottle","Oregon Offshore Deep Profiler, bottle",bottle_data
-19688,9878,44.3698347107438,-124.94798390936757,25,bottle,"Oregon Offshore Deep Profiler - 200 m E, bottle","Oregon Offshore Deep Profiler - 200 m E, bottle",bottle_data
-19688,9879,44.37432626661876,-124.94798390936757,85,bottle,"Oregon Offshore Deep Profiler, Oregon Offshore Shallow Profiler - 500 m E, bottle","Oregon Offshore Deep Profiler, Oregon Offshore Shallow Profiler - 500 m E, bottle",bottle_data
-19587,9937,44.63483650736615,-124.3069809188992,20,bottle,"Oregon Shelf BEP, Oregon Shelf BEP - 70 m NE, bottle","Oregon Shelf BEP, Oregon Shelf BEP - 70 m NE, bottle",bottle_data
-19587,9938,44.63932806324111,-124.3069809188992,22,"bottle, zarr","CE02SHBP, Oregon Shelf BEP, Oregon Shelf BEP - 20 m NW, bottle","CE02SHBP-LJ01D-06-CTDBPN106-streamed-ctdbp_no_sample, Oregon Shelf BEP, Oregon Shelf BEP - 20 m NW, bottle","bottle_data, oregon_shelf_seafloor_fixed_20150101_20260804_1h_qf49_HITL_phadv"
